taxon	host	major_clade	minor_clade	cluster	sequenceID	everything	isolate	sequenceID_plus_isolate_plus_minor_clade	sequenceID_plus_cluster
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148218	Felis silvestris	Africa-3	-	-	KX148218	KX148218/Africa-3/-/-/Felis silvestris}	14016BOT	KX148218/14016BOT/-	KX148218/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148219	Mellivora capensis	Africa-3	-	-	KX148219	KX148219/Africa-3/-/-/Mellivora capensis}	14017BOT	KX148219/14017BOT/-	KX148219/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148220	Cynictis penicillata	Africa-3	-	-	KX148220	KX148220/Africa-3/-/-/Cynictis penicillata}	15001AFS	KX148220/15001AFS/-	KX148220/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148221	Und.	Africa-3	-	-	KX148221	KX148221/Africa-3/-/-/Und.}	15002AFS	KX148221/15002AFS/-	KX148221/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148222	Xerus Inauris	Africa-3	-	-	KX148222	KX148222/Africa-3/-/-/Xerus Inauris}	15003AFS	KX148222/15003AFS/-	KX148222/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148223	Und.	Africa-3	-	-	KX148223	KX148223/Africa-3/-/-/Und.}	14018AFS	KX148223/14018AFS/-	KX148223/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148224	Mephitis mephitis	Arctic	A	-	KX148224	KX148224/Arctic/A/-/Mephitis mephitis}	91004USA	KX148224/91004USA/A	KX148224/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148225	Canis familiaris	Arctic	AL1b	-	KX148225	KX148225/Arctic/AL1b/-/Canis familiaris}	02052AFG	KX148225/02052AFG/AL1b	KX148225/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148226	Canis familiaris	Arctic	AL1b	-	KX148226	KX148226/Arctic/AL1b/-/Canis familiaris}	04035AFG	KX148226/04035AFG/AL1b	KX148226/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148227	Canis familiaris	Arctic	AL1b	-	KX148227	KX148227/Arctic/AL1b/-/Canis familiaris}	04029AFG	KX148227/04029AFG/AL1b	KX148227/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148228	Canis familiaris	Arctic	AL3	-	KX148228	KX148228/Arctic/AL3/-/Canis familiaris}	99001NEP	KX148228/99001NEP/AL3	KX148228/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148229	Canis familiaris	Africa-2	-	-	KX148229	KX148229/Africa-2/-/-/Canis familiaris}	90012NIG	KX148229/90012NIG/-	KX148229/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148230	Canis familiaris	Africa-2	-	-	KX148230	KX148230/Africa-2/-/-/Canis familiaris}	95047HAV	KX148230/95047HAV/-	KX148230/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148231	Canis familiaris	Africa-2	-	-	KX148231	KX148231/Africa-2/-/-/Canis familiaris}	90010NIG	KX148231/90010NIG/-	KX148231/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148232	Canis familiaris	Africa-2	-	-	KX148232	KX148232/Africa-2/-/-/Canis familiaris}	92037CI	KX148232/92037CI/-	KX148232/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148233	Canis familiaris	Africa-2	-	-	KX148233	KX148233/Africa-2/-/-/Canis familiaris}	92038CI	KX148233/92038CI/-	KX148233/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148234	Canis familiaris	Africa-2	-	-	KX148234	KX148234/Africa-2/-/-/Canis familiaris}	86036HAV	KX148234/86036HAV/-	KX148234/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148235	Canis familiaris	Africa-2	-	-	KX148235	KX148235/Africa-2/-/-/Canis familiaris}	01007CI	KX148235/01007CI/-	KX148235/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148236	Canis familiaris	Africa-2	-	-	KX148236	KX148236/Africa-2/-/-/Canis familiaris}	93011MAU	KX148236/93011MAU/-	KX148236/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148237	Canis familiaris	Africa-2	-	-	KX148237	KX148237/Africa-2/-/-/Canis familiaris}	93012MAU	KX148237/93012MAU/-	KX148237/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148238	Canis familiaris	Africa-2	-	-	KX148238	KX148238/Africa-2/-/-/Canis familiaris}	93003SEN	KX148238/93003SEN/-	KX148238/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148239	Canis familiaris	Africa-2	-	-	KX148239	KX148239/Africa-2/-/-/Canis familiaris}	93005SEN	KX148239/93005SEN/-	KX148239/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148240	Canis familiaris	Africa-2	-	-	KX148240	KX148240/Africa-2/-/-/Canis familiaris}	90021TCH	KX148240/90021TCH/-	KX148240/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148241	Canis familiaris	Africa-2	-	-	KX148241	KX148241/Africa-2/-/-/Canis familiaris}	96009TCH	KX148241/96009TCH/-	KX148241/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148242	Canis familiaris	Africa-2	-	-	KX148242	KX148242/Africa-2/-/-/Canis familiaris}	95002CAM	KX148242/95002CAM/-	KX148242/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148243	Canis familiaris	Africa-2	-	-	KX148243	KX148243/Africa-2/-/-/Canis familiaris}	88003CAM	KX148243/88003CAM/-	KX148243/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148244	Canis familiaris	Africa-2	-	-	KX148244	KX148244/Africa-2/-/-/Canis familiaris}	90024GUI	KX148244/90024GUI/-	KX148244/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148245	Und.	Indian-Sub	-	-	KX148245	KX148245/Indian-Sub/-/-/Und.}	09029NEP	KX148245/09029NEP/-	KX148245/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148246	Homo sapiens	Indian-Sub	-	-	KX148246	KX148246/Indian-Sub/-/-/Homo sapiens}	97002IND	KX148246/97002IND/-	KX148246/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148247	Canis familiaris	Asian	SEA3	-	KX148247	KX148247/Asian/SEA3/-/Canis familiaris}	99009BIR	KX148247/99009BIR/SEA3	KX148247/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148248	Canis familiaris	Asian	SEA3	-	KX148248	KX148248/Asian/SEA3/-/Canis familiaris}	99015BIR	KX148248/99015BIR/SEA3	KX148248/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148249	Canis familiaris	Asian	SEA3	-	KX148249	KX148249/Asian/SEA3/-/Canis familiaris}	02006CBG	KX148249/02006CBG/SEA3	KX148249/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148250	Canis familiaris	Asian	SEA3	-	KX148250	KX148250/Asian/SEA3/-/Canis familiaris}	99016CBG	KX148250/99016CBG/SEA3	KX148250/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148251	Canis familiaris	Asian	SEA3	-	KX148251	KX148251/Asian/SEA3/-/Canis familiaris}	99011CBG	KX148251/99011CBG/SEA3	KX148251/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148252	Canis familiaris	Asian	SEA3	-	KX148252	KX148252/Asian/SEA3/-/Canis familiaris}	99008CBG	KX148252/99008CBG/SEA3	KX148252/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148253	Canis familiaris	Asian	SEA3	-	KX148253	KX148253/Asian/SEA3/-/Canis familiaris}	99012CBG	KX148253/99012CBG/SEA3	KX148253/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148254	Canis familiaris	Asian	SEA3	-	KX148254	KX148254/Asian/SEA3/-/Canis familiaris}	01016VNM	KX148254/01016VNM/SEA3	KX148254/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148255	Canis familiaris	Asian	SEA3	-	KX148255	KX148255/Asian/SEA3/-/Canis familiaris}	99010LAO	KX148255/99010LAO/SEA3	KX148255/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148256	Canis familiaris	Asian	SEA3	-	KX148256	KX148256/Asian/SEA3/-/Canis familiaris}	02004LAO	KX148256/02004LAO/SEA3	KX148256/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148257	Canis familiaris	Asian	SEA3	-	KX148257	KX148257/Asian/SEA3/-/Canis familiaris}	02005LAO	KX148257/02005LAO/SEA3	KX148257/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148258	Canis familiaris	Asian	SEA3	-	KX148258	KX148258/Asian/SEA3/-/Canis familiaris}	02003LAO	KX148258/02003LAO/SEA3	KX148258/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148259	Canis familiaris	Asian	SEA4	-	KX148259	KX148259/Asian/SEA4/-/Canis familiaris}	94272PHI	KX148259/94272PHI/SEA4	KX148259/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148260	Canis familiaris	Asian	SEA4	-	KX148260	KX148260/Asian/SEA4/-/Canis familiaris}	04030PHI	KX148260/04030PHI/SEA4	KX148260/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148261	Canis familiaris	Asian	SEA4	-	KX148261	KX148261/Asian/SEA4/-/Canis familiaris}	94281PHI	KX148261/94281PHI/SEA4	KX148261/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148262	Canis familiaris	Asian	SEA4	-	KX148262	KX148262/Asian/SEA4/-/Canis familiaris}	94278PHI	KX148262/94278PHI/SEA4	KX148262/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148263	Canis familiaris	Asian	SEA4	-	KX148263	KX148263/Asian/SEA4/-/Canis familiaris}	94275PHI	KX148263/94275PHI/SEA4	KX148263/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148264	Canis familiaris	Asian	SEA2a	-	KX148264	KX148264/Asian/SEA2a/-/Canis familiaris}	02046CHI	KX148264/02046CHI/SEA2a	KX148264/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148265	Canis familiaris	Asian	SEA1b	-	KX148265	KX148265/Asian/SEA1b/-/Canis familiaris}	98011CHI	KX148265/98011CHI/SEA1b	KX148265/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148266	Canis familiaris	Asian	SEA1b	-	KX148266	KX148266/Asian/SEA1b/-/Canis familiaris}	03003INDO	KX148266/03003INDO/SEA1b	KX148266/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148267	Homo sapiens	Asian	SEA1a	-	KX148267	KX148267/Asian/SEA1a/-/Homo sapiens}	02050CHI	KX148267/02050CHI/SEA1a	KX148267/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148268	Canis familiaris	Bats	DR	-	KX148268	KX148268/Bats/DR/-/Canis familiaris}	90001FRA	KX148268/90001FRA/DR	KX148268/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/KX148269	Tadarida brasiliensis	Bats	TB	-	KX148269	KX148269/Bats/TB/-/Tadarida brasiliensis}	97004ARG	KX148269/97004ARG/TB	KX148269/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/M31046	Vaccine strain	Cosmopolitan	Vac	-	M31046	M31046/Cosmopolitan/Vac/-/Vaccine strain}	SAD B19	M31046/SAD B19/Vac	M31046/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/NC_001542	Vaccine strain	Cosmopolitan	Vac	-	NC_001542	NC_001542/Cosmopolitan/Vac/-/Vaccine strain}	PV_RefSeq	NC_001542/PV_RefSeq/Vac	NC_001542/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/U22480	Vulpes vulpes	Cosmopolitan	ME1a	-	U22480	U22480/Cosmopolitan/ME1a/-/Vulpes vulpes}	9135OMA	U22480/9135OMA/ME1a	U22480/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/U22481	Vulpes vulpes	Cosmopolitan	ME1a	-	U22481	U22481/Cosmopolitan/ME1a/-/Vulpes vulpes}	8706ARS	U22481/8706ARS/ME1a	U22481/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/U22483	Canis lupus	Cosmopolitan	ME1a	-	U22483	U22483/Cosmopolitan/ME1a/-/Canis lupus}	8702IRA	U22483/8702IRA/ME1a	U22483/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/U22487	Canis familiaris	Africa-2	-	-	U22487	U22487/Africa-2/-/-/Canis familiaris}	8660GUI	U22487/8660GUI/-	U22487/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/U22488	Homo sapiens	Cosmopolitan	AF1b	-	U22488	U22488/Cosmopolitan/AF1b/-/Homo sapiens}	8670NGA	U22488/8670NGA/AF1b	U22488/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/U22637	Crocuta crocuta	Cosmopolitan	AF1a	-	U22637	U22637/Cosmopolitan/AF1a/-/Crocuta crocuta}	8807ETH	U22637/8807ETH/AF1a	U22637/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/U22648	Canis familiaris	Cosmopolitan	AF1b	-	U22648	U22648/Cosmopolitan/AF1b/-/Canis familiaris}	9224TAN	U22648/9224TAN/AF1b	U22648/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/U42703	Vulpes vulpes	Cosmopolitan	YUGFOX	-	U42703	U42703/Cosmopolitan/YUGFOX/-/Vulpes vulpes}	86107YOU	U42703/86107YOU/YUGFOX	U42703/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/U42706	Vulpes vulpes	Cosmopolitan	WE	-	U42706	U42706/Cosmopolitan/WE/-/Vulpes vulpes}	86111YOU	U42706/86111YOU/WE	U42706/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/U43432	Nyctereutes procyonoides	Cosmopolitan	NEE	-	U43432	U43432/Cosmopolitan/NEE/-/Nyctereutes procyonoides}	9342EST	U43432/9342EST/NEE	U43432/-
alignment/AL_UNC_509_REFSEQS_HM/member/ncbi-refseqs/U52946	Homo sapiens	Bats	LN	-	U52946	U52946/Bats/LN/-/Homo sapiens}	SHBRV	U52946/SHBRV/LN	U52946/-
